"DESCARGA GENERAL DE LOS PRODUCTOS ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CODIGO DE BARRAS","CODIGO INTERNO","REFERENCIA DEL ARTICULO","DESCRIPCIÓN DEL ARTICULO","F/V","CAN UNID","CAN FRAC","V COSTO","V VENTA","T COSTO","T VENTA","UTILIDAD","IVA","ESTADO","USUARIO","PRECIO DE VENTA UNO","PRECIO DE VENTA DOS","PRECIO DE VENTA TRES","PRECIO DE VENTA AL DETAL UNO","PRECIO DE VENTA AL DETAL DOS","PRECIO DE VENTA AL DETAL TRES","REGISTRO INVIMA","TEMPERATURA","UBICACION","CATEGORIA","LABORATORIO","CANTIDAD POR DEFECTO","OBSERVACIONES"
"7702113043426","233","","Shampoo VEGAN KERATIN RECAMIER ","1","8","0","37,724.00","39,000.00","301,792.00","312,000.00","10,208.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","39,000.00","39,000.00","39,000.00","39,000.00","39,000.00","39,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707271921241","95","","Shampoo VERSATIL ","1","1","0","22,400.00","28,000.00","22,400.00","28,000.00","5,600.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","","","SIN UBI.","SHAPOO","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189275519","777","","Shampoo Y ACONDICIONADOR ,MACADAMIA AVON","1","1","0","10,000.00","18,000.00","10,000.00","18,000.00","8,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"344","344","","CHISTRY ","1","2","0","1,551.00","3,000.00","3,102.00","6,000.00","2,898.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"381","381","CHITOS ","CHITOS ","1","8","0","1,500.00","3,000.00","12,000.00","24,000.00","12,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"352","352","","CHOCLITOS ","1","1","0","1,551.00","2,500.00","1,551.00","2,500.00","949.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"354","354","","CHOCORRAMO ","1","4","0","2,768.00","4,000.00","11,072.00","16,000.00","4,928.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"468","468","COCOLA 1.5 ","COCACOLA  1.5 ","1","0","0","5,000.00","6,500.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","6,500.00","6,000.00","6,000.00","6,000.00","6,000.00","6,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702535011089","339","","COCACOLA PET 400","1","11","0","2,500.00","3,000.00","27,500.00","33,000.00","5,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"342","342","GALLETA COCOSETE","COCOSETTE ","1","31","0","1,037.00","3,000.00","32,147.00","93,000.00","60,853.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","2,500.00","2,500.00","2,500.00","2,500.00","2,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7709998108982","679","","COCTEL DE FRUTAS SACHET","1","3","0","2,700.00","3,500.00","8,100.00","10,500.00","2,400.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143203217","597","COCTEL REPOLARIZADOR  30ML","COCTEL REPOLARIZADOR 30 ML","1","1","0","2,750.00","4,000.00","2,750.00","4,000.00","1,250.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703143203255","87","COCTEL ,MULTIVITAMINICO LEHIT 8 EN 1.  90 ML","COCTEL REPOLARIZADOR LEHIT 8 EN 1. 90ML","1","14","0","5,882.00","9,000.00","82,348.00","126,000.00","43,652.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","9,000.00","9,000.00","9,000.00","9,000.00","9,000.00","9,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883270896","726","","COLONIA  KAIAK MINI","1","1","0","2,500.00","45,000.00","2,500.00","45,000.00","42,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"555","555","COLONIA AVON MUSK HOMBRE","COLONIA AVON MUSK HOMBRE","1","1","0","22,330.00","35,000.00","22,330.00","35,000.00","12,670.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","35,000.00","35,000.00","35,000.00","35,000.00","35,000.00","35,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"804","804","","COLONIA ESENCIUAL DE HOMBRE... MINI","1","1","0","25,000.00","45,000.00","25,000.00","45,000.00","20,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371629260","815","","COLONIA HUMOR TRANSFORMA","1","1","0","28,080.00","80,000.00","28,080.00","80,000.00","51,920.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","80,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371678299","725","","COLONIA KAIAK AVENTURA","1","1","0","85,000.00","100,000.00","85,000.00","100,000.00","15,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","100,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"770211304294","595","COLONIA PAL PELO","COLONIA PAL PELO","1","2","0","14,000.00","19,000.00","28,000.00","38,000.00","10,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132214865","728","","COLONIA UNA DORADA","1","1","0","53,000.00","90,000.00","53,000.00","90,000.00","37,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","90,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371600733","625","FRESKOR DE MARACUJA","COMBO FRSKOR DE MARACUJA FLUIDO DE CUERPO","1","1","0","63,172.00","100,000.00","63,172.00","100,000.00","36,828.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","100,000.00","45,000.00","45,000.00","45,000.00","45,000.00","45,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"691","691","","COMBOS DE CHAMP Y ACONDICI PATAUA","1","3","0","44,404.00","66,000.00","133,212.00","198,000.00","64,788.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","66,000.00","66,000.00","66,000.00","66,000.00","66,000.00","66,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"8420282007009","811","","CONDICIONADOR SALER 21 50ML","1","12","0","11,602.00","15,000.00","139,224.00","180,000.00","40,776.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","15,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703378519527","537","","CORRECTOR DE OJERAS NARANJA VERDE  PIEL","1","3","0","8,500.00","10,000.00","25,500.00","30,000.00","4,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"491","491","CORRECTOR LIQUIDO DOLCE BELLA","CORRECTOR LIQUIDO DOLCE BELLA","1","7","0","9,500.00","13,000.00","66,500.00","91,000.00","24,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","13,000.00","13,000.00","13,000.00","13,000.00","13,000.00","13,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7703378786028","275","","CORRECTOR LIQUIDO SAMY ","1","1","0","15,200.00","19,000.00","15,200.00","19,000.00","3,800.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371657140","280","","CORRECTOR NUDE UNA NATURA ","1","1","0","30,225.00","40,300.00","30,225.00","40,300.00","10,075.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","40,300.00","40,300.00","40,300.00","40,300.00","40,300.00","40,300.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"272","272","","CORTA CUTICULA ","1","1","0","8,000.00","10,000.00","8,000.00","10,000.00","2,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"274","274","","CORTA UÑAS DE COLORES ","1","5","0","3,000.00","4,000.00","15,000.00","20,000.00","5,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"287","287","","CORTAUÑAS GRANDE ","1","1","0","3,000.00","4,000.00","3,000.00","4,000.00","1,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","4,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"286","286","","CORTAUÑAS PEQUEÑO ","1","5","0","2,000.00","3,500.00","10,000.00","17,500.00","7,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132273824","76","","CREMA AVELLANA Y CASIS TODODIA ","1","0","0","42,575.00","65,500.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","65,500.00","65,500.00","65,500.00","65,500.00","65,500.00","65,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371613733","369","","CREMA CEREZA Y AVELLANAS TODODIA ","1","0","0","36,900.00","49,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","49,000.00","49,000.00","49,000.00","49,000.00","49,000.00","49,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908240811123","384","","CREMA CORPORAL MORA ROJA Y JABUTICABA ","1","1","0","30,000.00","40,000.00","30,000.00","40,000.00","10,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908240899725","360","","CREMA DE ALGODON TODODIA ","1","1","0","34,440.00","45,920.00","34,440.00","45,920.00","11,480.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","45,920.00","45,920.00","45,920.00","45,920.00","45,920.00","45,920.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189090679","326","","CREMA DE MANOS COCO AVON ","1","1","0","10,500.00","14,000.00","10,500.00","14,000.00","3,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","14,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132247412","165","","CREMA DE MANOS TODODIA 50ML ","1","4","0","16,250.00","25,000.00","65,000.00","100,000.00","35,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707197601470","452","CREMA DE PEINAR 6 OLEOS 300ML","CREMA DE PEINAR 6 OLEOS 300ML","1","1","0","20,300.00","26,000.00","20,300.00","26,000.00","5,700.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","26,000.00","26,000.00","26,000.00","26,000.00","26,000.00","26,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189275526","778","","CREMA DE PEINAR ALOE VERA AVON","1","1","0","14,000.00","19,000.00","14,000.00","19,000.00","5,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883161392","722","","CREMA DE PEINAR DURAZNO Y ALMENDRA ","1","0","0","18,632.00","28,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883130909","740","","CREMA DE PEINAR LUMINA RIZOS DEFINIDOS","1","2","0","27,500.00","35,000.00","55,000.00","70,000.00","15,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","35,000.00","34,000.00","34,000.00","34,000.00","34,000.00","34,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7899846026410","321","","CREMA DE PEINAR MURUMURU EKOS ","1","1","0","37,500.00","50,000.00","37,500.00","50,000.00","12,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","50,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883308858","816","","CREMA DESODORANTE HIDRATANTE KAIAK AVENTURA","1","1","0","25,000.00","40,000.00","25,000.00","40,000.00","15,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","40,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132297462","438","CREMA  EKOS ANDIROBA  CUERPO","CREMA EKOS  ANDIROBA CUERPO","1","1","0","24,900.00","30,000.00","24,900.00","30,000.00","5,100.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189339112","687","","CREMA MANOS AVON CARE GLICERINA Y ACEITE DE ALMENDRAS","1","1","0","18,700.00","28,000.00","18,700.00","28,000.00","9,300.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371671382","209","","CREMA PARA BARBA KAIAK URBE ","1","0","0","18,750.00","25,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189049875","247","","CREMA PARA CALLOS FOOT WORK AVON ","1","5","0","13,520.00","17,000.00","67,600.00","85,000.00","17,400.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","17,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132247436","371","","CREMA PARA PIES TODODIA ","1","1","0","27,225.00","36,300.00","27,225.00","36,300.00","9,075.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","36,300.00","36,300.00","36,300.00","36,300.00","36,300.00","36,300.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132235037","626","CREMA PULPA CASTAÑA MANOS Y PIES","CREMA PULPA CASTAÑA MANOS Y PIES ","1","0","0","26,000.00","35,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","35,000.00","35,000.00","35,000.00","35,000.00","35,000.00","35,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132297349","693","","CREMA PULPA UCUBA DE EKOS","1","1","0","28,000.00","35,000.00","28,000.00","35,000.00","7,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","35,000.00","35,000.00","35,000.00","35,000.00","35,000.00","35,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371626092","694","","CREMA TODODIA MANZANILLA Y LAVANDA","1","0","0","35,000.00","47,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","47,000.00","47,000.00","47,000.00","47,000.00","47,000.00","47,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707279840988","51","","CRESPO INTELIGENTE  SACHET","1","30","0","700.00","2,000.00","21,000.00","60,000.00","39,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","2,000.00","2,000.00","2,000.00","2,000.00","2,000.00","2,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371604281","482","CREMA DE CUERPO  TODODIA  200ML","CRREMA DE CUERPO TODODIA 200ML","1","1","0","20,000.00","25,000.00","20,000.00","25,000.00","5,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7897042017812","416","SKALA MAIS CACHITOS EXPERT MORADO","CRSKALA MAIS CACHITOS EXPERT MORADOEMA MAIS CACHITOS EXPERT SKALA","1","1","0","22,250.00","30,000.00","22,250.00","30,000.00","7,750.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","30,000.00","","","SIN UBI.","CREMAS","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707279840407","75","CUBRECANAS  FLAS HERBACOL PLATA","CUBRE CANAS FLAS HERBACOL  PLATA","1","0","0","22,400.00","28,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","28,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707279840179","454","CUBRE CANAS FLAS HERBACOL RUBIO","CUBRE CANAS FLAS HERBACOL RUBIO","1","1","0","29,500.00","33,000.00","29,500.00","33,000.00","3,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","33,000.00","33,000.00","33,000.00","33,000.00","33,000.00","33,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7707342223748","792","","CURL CREAM RIZOS 500GR","1","2","0","17,500.00","24,000.00","35,000.00","48,000.00","13,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","24,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"471","471","D TODITO BBQ 65GR","D TODITO BBQ 65 GR","1","2","0","3,500.00","3,500.00","7,000.00","7,000.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7702113031379","33","","DECOLORANTE RECAMIER ","1","7","0","7,200.00","10,000.00","50,400.00","70,000.00","19,600.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","10,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189200795","552","DELINEADOR AVON DORADO METALICO","DELINEADOR AVON DORADO METALICO","1","1","0","13,930.00","20,000.00","13,930.00","20,000.00","6,070.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"6924372601020","279","","DELINEADOR CAT LINE","1","1","0","8,800.00","11,000.00","8,800.00","11,000.00","2,200.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","11,000.00","11,000.00","11,000.00","11,000.00","11,000.00","11,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189200757","307","","DELINEADOR COLOR TREND AVON ","1","2","0","8,800.00","11,000.00","17,600.00","22,000.00","4,400.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","11,000.00","11,000.00","11,000.00","11,000.00","11,000.00","11,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189217359","309","","DELINEADOR POWER STAY AVON ","1","1","0","15,200.00","19,000.00","15,200.00","19,000.00","3,800.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","19,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908016618475","318","","DESMAQUILLANTE FACES NATURA ","1","0","0","20,000.00","25,000.00","0.00","0.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908240832685","542","","DESODORANTE EN CREMA INVISIBLE ALGODON","1","1","0","20,000.00","20,000.00","20,000.00","20,000.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908240832739","541","","DESODORANTE EN CREMA INVISIBLE SIN PERFUME","1","1","0","20,000.00","20,000.00","20,000.00","20,000.00","0.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908371639214","210","","DESODORANTE HUMOR E PAZ ","1","1","0","18,750.00","25,000.00","18,750.00","25,000.00","6,250.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7908132232647","167","","DESODORANTE INVISIBLE NATURA ","1","2","0","16,250.00","25,000.00","32,500.00","50,000.00","17,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","25,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883001063","175","","DESODORANTE TODODIA ","1","10","0","13,500.00","18,000.00","135,000.00","180,000.00","45,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","18,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909883001025","437","DESODORANTE  TODODIA SIN OLOR","DESODORANTE TODODIA  SIN OLOR","1","3","0","15,000.00","20,000.00","45,000.00","60,000.00","15,000.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","20,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"7909189087204","306","","DESODORANTES AVON ","1","3","0","7,125.00","9,500.00","21,375.00","28,500.00","7,125.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","9,500.00","9,500.00","9,500.00","9,500.00","9,500.00","9,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"345","345","DETODITO BBQ","DETODITO BBQ","1","4","0","2,327.00","3,500.00","9,308.00","14,000.00","4,692.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"651","651","DETODITO FLAMING","DETODITO FLAMING","1","2","0","2,327.00","3,500.00","4,654.00","7,000.00","2,346.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"650","650","DETODITO MIXTO","DETODITO MIXTO","1","3","0","2,652.00","3,500.00","7,956.00","10,500.00","2,544.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","3,500.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"742","742","","DONNAS  GRANDE","1","1","0","4,500.00","7,000.00","4,500.00","7,000.00","2,500.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","7,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
"743","743","","DONNAS PEQUEÑAS","1","2","0","1,999.00","3,000.00","3,998.00","6,000.00","2,002.00","0","ACTIVO","RUTH STELLA  USECHE SUAREZ","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","3,000.00","","","SIN UBI.","SIN CAT.","SIN LAB.","CANTIDAD POR DEFECTO",""
